raw;crdb;ctie;nitrous(fidr)full;gear(nlpr) full;tyres(ttpp)full;power(cppi)full;Perf(cepi)full
948;MercedesAMG_GTBlackSeriesRewardRecycled_2020;TIER_5;3.89;;;713;940
949;MercedesAMG_GTRReward_2017;TIER_5;2.23;1.0;0.18;713;1408
950;MercedesAMG_GTRRewardHalloween_2017;TIER_5;2.23;1.0;0.33;713;1472
951;MercedesAMG_GTRRewardRecycled_2017;TIER_5;2.49;0.96;0.01;713;1441
952;MercedesAMG_GTSF8_2015;TIER_4;4.33;0.82;0.3;674;567
953;MercedesAMG_S63CoupeReward_2020;TIER_5;2.0;0.0;0.0;713;1929
954;MercedesAMG_S63CoupeRewardRecycled_2020;TIER_5;2.0;0.0;0.0;713;1904
955;MercedesAMGF1_W11_2020;TIER_5;2.0;1.0;0.52;713;2517
956;MercedesAMGF1_W11VB_2020;TIER_5;2.0;1.0;0.53;713;2517
957;MercedesBenz_300SLClassic_1954;TIER_2;2.0;0.8;0.0;481;1269
958;MercedesBenz_A45AMG_2014;TIER_2;4.58;0.89;0.0;485;876
959;MercedesBenz_A45AMGElite_2014;TIER_2;4.35;0.97;0.19;485;855
960;MercedesBenz_C63AMGCoupeBlackSeries_2014;TIER_4;3.49;0.87;0.16;674;663
961;MercedesBenz_C63AMGEdition507_2014;TIER_3;4.32;;;587;652
962;MercedesBenz_CLA45AMGShootingBrakeBoss_2015;TIER_3;3.1;0.88;0.56;448;627
963;MercedesBenz_CLKGTR_1999;TIER_5;2.0;1.0;0.0;713;2467
964;MercedesBenz_LBC63AMGCoupeBlackSeries_2014;TIER_4;2.0;0.77;0.15;673;754
965;MercedesBenz_SL65AMGBlackSeries_2009;TIER_5;2.0;1.0;0.0;713;2216
966;MercedesBenz_SLSAMGBlackSeries_2013;TIER_4;4.46;0.87;0.52;673;711
967;Mini_CooperJCWGP_2020;TIER_2;4.0;0.94;0.52;483;1502
968;Mini_CooperS_2014;TIER_1;4.65;0.82;0.55;360;375
969;Mini_CooperS_2014;TIER_1;4.65;0.86;0.55;360;352
970;Mini_CooperSElite_2014;TIER_1;3.58;0.33;0.47;352;376
971;Mitsubishi_EclipseF1_1995;TIER_4;2.17;1.0;0.19;673;1588
972;Mitsubishi_EclipseSpyderF2_2003;TIER_5;2.0;1.0;0.0;713;2444
973;Mitsubishi_LancerEvolutionIXF3_2006;TIER_4;2.67;0.92;0.0;673;1820
974;Mitsubishi_LancerEvolutionVIIF2_2002;TIER_4;3.01;1.0;0.01;673;1782
975;Mitsubishi_LancerEVOXTNR_2015;TIER_4;3.86;1.0;0.0;673;1111
976;Mitsubishi_VoltexEvoIXReward_2005;TIER_4;2.0;1.0;0.0;673;1773
977;Mitsubishi_VoltexEvoIXRewardRecycled_2005;TIER_4;2.0;1.0;0.0;673;1731
978;Nilu27_NILU_2025;TIER_5;2.0;1.0;0.0;713;2448
979;Nissan_240SXRocketBunnyBossReward_1995;TIER_5;2.0;0.0;0.52;713;2067
980;Nissan_240SXRocketBunnyBossRewardRecycled_1995;TIER_5;2.0;0.0;0.52;713;2041
981;Nissan_350ZF3_2003;TIER_4;2.46;0.92;0.13;673;1816
982;Nissan_350ZRocketBunny_2003;TIER_4;2.33;0.98;0.0;673;1762
983;Nissan_350ZRocketBunnyV2_2003;TIER_4;2.38;0.91;0.0;673;1806
984;Nissan_350ZRocketBunnyV2Easter_2003;TIER_4;2.37;0.96;0.0;673;1720
985;Nissan_ActiveSkylineGTRR33_1995;TIER_5;2.0;1.0;0.0;713;2367
986;Nissan_GTR50_2021;TIER_5;2.0;1.0;0.0;713;2142
987;Nissan_GTR50Reward_2020;TIER_5;2.0;1.0;0.0;713;2142
988;Nissan_GTR50RewardRecycled_2020;TIER_5;2.0;1.0;0.0;713;2117
989;Nissan_GTR_2017;TIER_4;3.02;1.0;0.53;673;792
990;Nissan_GTRNismoCrew_2017;TIER_4;3.41;0.92;0.17;676;680
991;Nissan_GTRNismoCrewRecycled_2017;TIER_4;3.41;0.87;0.18;676;667
992;Nissan_GTRNISMOGT3_2015;TIER_5;2.0;1.0;0.0;713;2428
993;Nissan_GTRNismoNReward_2017;TIER_4;3.07;0.98;0.1;674;1600
994;Nissan_GTRNismoNRewardRecycled_2017;TIER_4;2.85;1.0;0.14;674;1543
995;Nissan_GTRNISMOReward_2024;TIER_5;2.0;1.0;0.0;713;2172
996;Nissan_GTRNISMORewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;2149
997;Nissan_GTRPremium_2015;TIER_4;3.9;1.0;0.26;672;605
998;Nissan_GTRPremium_2015;TIER_4;3.85;1.0;0.05;672;566
999;Nissan_GTRR35BensopraF6_2012;TIER_5;2.0;1.0;0.0;714;2311
1000;Nissan_GTRReward_2015;TIER_4;2.15;0.91;0.3;669;546
1001;Nissan_GTRRewardRecycled_2015;TIER_4;2.15;0.91;0.3;669;525
1002;Nissan_GTRTNR_2017;TIER_5;2.46;1.0;0.0;713;1413
1003;Nissan_JukeR20ConceptReward_2015;TIER_4;3.21;1.0;0.0;671;1610
1004;Nissan_JukeR20ConceptRewardRecycled_2015;TIER_4;3.28;1.0;0.0;671;1583
1005;Nissan_KRCJapanGTRR35Reward_2017;TIER_5;2.0;1.0;0.0;714;2311
1006;Nissan_KRCJapanGTRR35RewardRecycled_2017;TIER_5;2.0;1.0;0.0;714;2287
1007;Nissan_LBER34Skyline_2002;TIER_5;2.0;1.0;0.0;713;2036
1008;Nissan_LBGTRType2_2017;TIER_4;2.4;1.0;0.0;673;1489
1009;Nissan_LBSuperSilhouetteSilviaS15_1999;TIER_5;2.0;1.0;0.0;713;2167
1010;Nissan_PandeMGTRR33Reward_1995;TIER_4;2.03;0.99;0.0;673;1841
1011;Nissan_PandeMGTRR33RewardRecycled_1995;TIER_4;2.01;0.96;0.0;673;1819
1012;Nissan_ProtoZ_2020;TIER_3;2.0;0.41;0.53;581;981
1013;Nissan_R390GT1_1997;TIER_5;2.0;1.0;0.0;713;2603
1014;Nissan_SilviaS14F1_1997;TIER_5;2.0;1.0;0.52;713;2002
1015;Nissan_SilviaS15Crew_1999;TIER_3;3.65;1.0;0.52;585;541
1016;Nissan_SilviaS15CrewRecycled_1999;TIER_3;3.63;1.0;0.52;585;519
1017;Nissan_SilviaS15F3_1999;TIER_5;2.0;0.0;0.0;713;2013
1018;Nissan_SilviaS15RocketBunny_1999;TIER_4;2.57;0.87;0.21;673;1355
1019;Nissan_SilviaS15TNR_1999;TIER_5;2.39;1.0;0.0;713;1780
1020;Nissan_SkylineGTRF4_2002;TIER_5;2.33;0.93;0.0;713;2011
1021;Nissan_SkylineGTRR33F1_1995;TIER_4;2.0;1.0;0.0;673;1838
1022;Nissan_SkylineGTRR34F2_1999;TIER_5;2.33;0.97;0.52;713;2021
1023;Nissan_SkylineGTRR34TNR_2002;TIER_5;2.56;1.0;0.0;713;1332
1024;Nissan_SkylineR33NismoSTune_1995;TIER_4;3.75;1.0;0.0;673;1558
1025;Nissan_StillenMaximaF1_1999;TIER_4;2.1;1.0;0.54;673;1782
1026;Nissan_TopSecret350ZF3_2003;TIER_4;2.37;1.0;0.02;673;1802
1027;Nissan_VeilsideZReward_2023;TIER_4;2.91;;;671;1610
1028;Nissan_VeilsideZRewardRecycled_2023;TIER_4;2.91;;;673;941
1029;Nissan_Zero4Skyline2000GT_1971;TIER_5;2.0;1.0;0.0;713;2474
1030;Nissan_ZNISMOReward_2024;TIER_4;2.0;1.0;0.0;673;1703
1031;Nissan_ZNISMORewardRecycled_2024;TIER_4;2.0;1.0;0.0;673;1680
1032;Nissan_ZTNR_2023;TIER_5;2.42;1.0;0.0;712;1761
1033;Noble_M500_2022;TIER_5;2.0;1.0;0.0;713;2150
1034;Noble_M600CarbonSport_2017;TIER_5;2.0;1.0;0.0;713;2190
1035;Noble_M600F9_2017;TIER_5;2.0;1.0;0.0;713;2187
1036;Noble_M600Reward_2017;TIER_5;2.0;0.99;0.0;713;2182
1037;Noble_M600RewardRecycled_2017;TIER_5;2.01;1.0;0.0;713;2140
1038;Noble_M600SpeedsterReward_2018;TIER_5;2.0;1.0;0.0;713;2182
1039;Noble_M600SpeedsterRewardRecycled_2018;TIER_5;2.0;1.0;0.0;713;2149
1040;Pagani_C10_2023;TIER_5;2.0;1.0;0.0;713;2562
1041;Pagani_C10Reward_2023;TIER_5;2.0;1.0;0.0;713;2544
1042;Pagani_C10RewardRecycled_2023;TIER_5;2.0;1.0;0.0;713;2521
1043;Pagani_Huayra_2014;TIER_5;2.83;1.0;0.0;715;1375
1044;Pagani_HuayraBCReward_2016;TIER_5;2.02;1.0;0.0;714;2130
1045;Pagani_HuayraBCRewardRecycled_2016;TIER_5;2.0;1.0;0.0;714;2101
1046;Pagani_HuayraBCRoadster_2019;TIER_5;2.34;1.0;0.0;714;2119
1047;Pagani_HuayraBCRoadsterLS_2019;TIER_5;2.0;1.0;0.0;714;2202
1048;Pagani_HuayraBCRoadsterPB_2019;TIER_5;2.38;1.0;0.0;714;2126
1049;Pagani_HuayraCodalunga_2022;TIER_5;2.0;1.0;0.0;713;2390
1050;Pagani_HuayraCodalungaSpeedster_2025;TIER_5;2.0;1.0;0.0;713;2458
1051;Pagani_HuayraElite_2014;TIER_5;2.2;1.0;0.16;715;1235
1052;Pagani_HuayraR_2021;TIER_5;2.0;1.0;0.0;713;2536
1053;Pagani_HuayraREvo_2024;TIER_5;2.0;1.0;0.0;713;2511
1054;Pagani_HuayraRoadsterReward_2017;TIER_5;2.42;1.0;0.0;714;1944
1055;Pagani_HuayraRoadsterRewardRecycled_2017;TIER_5;2.42;1.0;0.0;714;1927
1056;Pagani_Imola_2021;TIER_5;2.0;1.0;0.0;713;2307
1057;Pagani_ImolaGold_2021;TIER_5;2.0;1.0;0.0;713;2307
1058;Pagani_ImolaRoadster_2023;TIER_5;2.0;1.0;0.0;713;2307
1059;Pagani_UtopiaRoadster_2024;TIER_5;2.0;1.0;0.0;713;2544
1060;Pagani_ZondaBarchetta_2018;TIER_5;2.0;0.44;0.48;713;2211
1061;Pagani_ZondaCinqueCoupe_2009;TIER_5;2.55;1.0;0.53;713;2278
1062;Pagani_ZondaCinqueCoupeReward_2009;TIER_5;2.55;1.0;0.53;713;2278
1063;Pagani_ZondaCinqueCoupeRewardRecycled_2009;TIER_5;2.57;1.0;0.53;713;2252
1064;Pagani_ZondaCinqueRoadster_2010;TIER_5;2.55;1.0;0.53;713;2278
1065;Pagani_ZondaCinqueRoadsterReward_2010;TIER_5;2.55;1.0;0.53;713;2278
1066;Pagani_ZondaCinqueRoadsterRewardRecycled_2010;TIER_5;2.55;1.0;0.0;713;2182
1067;Pagani_ZondaREvoBarchetta_2021;TIER_5;2.5;0.97;0.0;714;2317
1068;Pagani_ZondaRevolucion_2013;TIER_5;2.54;1.0;0.0;714;2316
1069;Pininfarina_B95_2025;TIER_5;2.0;1.0;0.0;713;2516
1070;Pininfarina_Battista_2020;TIER_5;2.0;1.0;0.0;713;2568
1071;Pininfarina_BattistaNinoFarina_2023;TIER_5;2.0;1.0;0.0;713;2568
1072;Pininfarina_BattistaReward_2022;TIER_5;2.0;1.0;0.0;713;2568
1073;Pininfarina_BattistaRewardRecycled_2022;TIER_5;2.0;1.0;0.0;713;2544
1074;Plymouth_FormulaSBarracuda_1968;TIER_5;2.0;1.0;0.0;712;2267
1075;Plymouth_FormulaSBarracudaElite_1968;TIER_5;2.81;1.0;0.0;712;1815
1076;Plymouth_FuryJimBelvedere_1958;TIER_5;2.0;1.0;0.0;713;2339
1077;Plymouth_HemiCudaClassic_1971;TIER_4;2.28;1.0;0.17;672;1045
1078;Plymouth_RidesByKamBarracuda_1970;TIER_5;2.0;1.0;0.0;713;2250
1079;Plymouth_RingbrothersCuda_1970;TIER_5;2.0;1.0;0.0;713;2605
1080;Plymouth_RoadRunnerGTXF8_1971;TIER_5;2.0;1.0;0.0;714;2039
1081;Plymouth_RuffianCoupe_1935;TIER_5;2.0;1.0;0.0;713;2648
1082;Plymouth_SuperbirdLPClassic_1970;TIER_5;2.0;1.0;0.0;713;2135
1083;Plymouth_WeaverCustomsCudaTorcReward4thJuly_2016;TIER_5;2.16;0.88;0.33;714;1966
1084;Plymouth_WeaverCustomsCudaTorcReward_2016;TIER_5;2.2;0.88;0.29;714;1956
1085;Plymouth_WeaverCustomsCudaTorcRewardRecycled_2016;TIER_5;2.24;0.87;0.4;714;1946
1086;Pontiac_FieroF9_1986;TIER_5;2.0;1.0;0.0;713;2485
1087;Pontiac_FirebirdTransAm_1977;TIER_5;2.0;1.0;1.0;713;2544
1088;Pontiac_GTOTheJudgeClassic_1969;TIER_3;2.41;0.93;0.0;582;497
1089;Pontiac_HorizonMotorsportsTransAm_1973;TIER_5;2.0;1.0;0.0;713;2518
1090;Pontiac_NHRFirebird_1970;TIER_5;2.0;1.0;0.0;713;2670
1091;Pontiac_RyansFirebirdTransAm_1978;TIER_5;2.0;1.0;0.56;713;2521
1092;Porsche_718BoxsterS_2017;TIER_2;5.0;0.97;0.52;483;1438
1093;Porsche_718BoxsterS_2017;TIER_2;5.0;0.8;0.52;459;1466
1094;Porsche_718BoxsterSpyder_2020;TIER_3;3.18;1.0;0.0;581;862
1095;Porsche_718CaymanGT4_2020;TIER_3;4.75;0.97;0.0;581;887
1096;Porsche_718CaymanGT4RS_2022;TIER_5;2.36;1.0;0.53;713;2049
1097;Porsche_718SpyderRSReward_2024;TIER_5;2.0;1.0;0.0;713;2058
1098;Porsche_718SpyderRSRewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;2030
1099;Porsche_911Carrera4SCabrioletReward_2020;TIER_4;2.25;0.93;0.0;673;1617
1100;Porsche_911Carrera4SCabrioletRewardRecycled_2020;TIER_4;2.16;0.9;0.0;673;1596
1101;Porsche_911CarreraRS27LPClassic_1973;TIER_5;2.0;1.0;0.0;713;1535
1102;Porsche_911DakarReward_2023;TIER_5;2.0;1.0;0.0;713;2123
1103;Porsche_911DakarRewardRecycled_2023;TIER_5;2.0;1.0;0.0;713;2098
1104;Porsche_911GT1StraBenversion_1996;TIER_5;2.0;1.0;0.0;713;2531
1105;Porsche_911GT2_1993;TIER_5;2.0;1.0;0.0;713;2310
1106;Porsche_911GT2RS_2017;TIER_5;2.0;0.65;0.52;713;2014
1107;Porsche_911GT2RSClubSport_2019;TIER_5;2.36;0.97;0.0;713;2218
1108;Porsche_911GT2RSClubSportSalzburg_2019;TIER_5;2.01;1.0;0.0;713;2132
1109;Porsche_911GT2RSGold_2017;TIER_5;2.0;0.07;0.56;713;1975
1110;Porsche_911GT2RSVIP_2017;TIER_5;2.0;0.55;0.52;713;2012
1111;Porsche_911GT39922_2025;TIER_5;2.0;1.0;0.0;713;2304
1112;Porsche_911GT3_2022;TIER_5;2.0;0.07;0.6;713;2091
1113;Porsche_911GT3R992_2022;TIER_5;2.0;1.0;0.0;713;2502
1114;Porsche_911GT3Reward_2018;TIER_5;2.16;0.87;0.47;714;1408
1115;Porsche_911GT3RewardRecycled_2018;TIER_5;2.19;0.84;0.47;714;1392
1116;Porsche_911GT3RRennsport_2023;TIER_5;2.0;1.0;0.0;713;2493
1117;Porsche_911GT3RS992_2023;TIER_5;2.0;1.0;0.0;713;2347
1118;Porsche_911GT3RS992Tribute_2023;TIER_5;2.0;0.0;0.53;712;2368
1119;Porsche_911GT3RS997_2012;TIER_5;2.0;1.0;0.0;713;2419
1120;Porsche_911GT3RSCrew_2016;TIER_5;2.29;0.91;0.03;716;1301
1121;Porsche_911GT3RSCrewRecycled_2016;TIER_5;2.35;0.95;0.11;716;1279
1122;Porsche_911GT3RSReward_2018;TIER_5;2.0;0.81;0.0;714;1838
1123;Porsche_911GT3RSRewardRecycled_2018;TIER_5;2.02;0.79;0.0;714;1832
1124;Porsche_911GT3TouringReward_2022;TIER_5;2.0;0.0;0.54;713;2092
1125;Porsche_911GT3TouringRewardRecycled_2022;TIER_5;2.0;0.0;0.58;713;2066
1126;Porsche_911RReward_2017;TIER_5;2.75;1.0;0.0;713;1348
1127;Porsche_911RRewardRecycled_2017;TIER_5;2.75;1.0;0.0;713;1380
1128;Porsche_911RWBReward_1972;TIER_4;3.13;0.81;0.0;674;1837
1129;Porsche_911RWBRewardRecycled_1972;TIER_4;3.16;0.81;0.0;674;1808
1130;Porsche_911SpeedsterReward_2020;TIER_5;2.04;1.0;0.12;714;1941
1131;Porsche_911SpeedsterRewardRecycled_2020;TIER_5;2.0;1.0;0.1;714;1901
1132;Porsche_911STReward_2024;TIER_5;2.0;0.0;0.54;713;2092
1133;Porsche_911STRewardRecycled_2024;TIER_5;2.06;0.0;0.0;713;1929
1134;Porsche_911STRII_1972;TIER_4;3.25;0.84;0.03;674;1797
1135;Porsche_911Targa4GTSReward_2025;TIER_5;2.73;1.0;0.0;715;1933
1136;Porsche_911Targa4GTSRewardRecycled_2025;TIER_5;3.21;1.0;0.0;715;1676
1137;Porsche_911Targa4SReward_2021;TIER_4;2.0;0.88;0.03;673;1609
1138;Porsche_911Targa4SRewardRecycled_2021;TIER_4;3.51;1.0;0.0;673;1567
1139;Porsche_911Turbo930LPClassic_1977;TIER_5;2.0;1.0;0.0;713;1739
1140;Porsche_911TurboFlachbauC_1987;TIER_5;2.0;1.0;0.0;713;2323
1141;Porsche_911TurboSReward_2016;TIER_5;2.19;1.0;0.0;713;1944
1142;Porsche_911TurboSReward_2021;TIER_5;2.78;1.0;0.0;715;1938
1143;Porsche_911TurboSReward_2026;TIER_5;2.41;1.0;0.0;713;2136
1144;Porsche_911TurboSRewardRecycled_2016;TIER_5;2.19;1.0;0.0;713;1835
1145;Porsche_911TurboSRewardRecycled_2021;TIER_5;2.78;1.0;0.0;715;1918
1146;Porsche_911TurboSRewardRecycled_2026;TIER_5;2.42;1.0;0.0;713;2103
1147;Porsche_912Hoonipigasus_1966;TIER_5;2.0;1.0;0.0;713;2607
1148;Porsche_917K_1970;TIER_5;2.0;1.0;0.0;713;2467
1149;Porsche_918SpyderGold_2015;TIER_5;3.09;;;715;1690
1150;Porsche_918SpyderMartini_2015;TIER_5;2.02;0.02;0.55;715;2089
1151;Porsche_918SpyderReward_2015;TIER_5;2.34;0.0;0.52;715;1923
1152;Porsche_918SpyderRewardRecycled_2015;TIER_5;2.42;0.0;0.52;715;1806
1153;Porsche_919Street_2020;TIER_5;2.0;1.0;0.0;713;2515
1154;Porsche_935_2019;TIER_5;2.03;1.0;0.0;714;2346
1155;Porsche_935Gold_2019;TIER_5;2.0;1.0;0.0;714;2345
1156;Porsche_935Salzburg_2019;TIER_5;2.29;1.0;0.0;714;2322
1157;Porsche_959_1988;TIER_4;2.63;1.0;0.0;673;1420
1158;Porsche_962C_1987;TIER_5;2.0;1.0;0.0;713;2517
1159;Porsche_963LMDh_2023;TIER_5;2.0;1.0;0.0;713;2610
1160;Porsche_Bisimoto935K3V_1984;TIER_5;2.01;1.0;0.0;713;2564
1161;Porsche_Canepa959_1988;TIER_5;2.24;0.87;;713;1973
1162;Porsche_CarreraGTClassic_2003;TIER_5;2.58;1.0;0.0;713;1250
1163;Porsche_CayenneTurboGTReward_2022;TIER_4;2.33;0.91;0.0;672;1652
1164;Porsche_CayenneTurboGTRewardRecycled_2022;TIER_4;2.34;0.91;0.0;673;1636
1165;Porsche_CaymanGT4_2016;TIER_3;3.89;;;580;692
1166;Porsche_CaymanGT4Salzburg_2016;TIER_3;2.57;0.93;0.04;580;858
1167;Porsche_DD911GTRSRReward_2017;TIER_5;2.0;1.0;0.52;713;1970
1168;Porsche_DD911GTRSRRewardRecycled_2017;TIER_5;2.0;1.0;0.52;713;1940
1169;Porsche_Manthey911GT3RSReward_2024;TIER_5;2.0;0.0;0.53;712;2419
1170;Porsche_Manthey911GT3RSRewardRecycled_2024;TIER_5;2.0;0.0;0.53;712;2390
1171;Porsche_MissionRConcept_2021;TIER_5;2.0;1.0;0.0;713;2536
1172;Porsche_PanameraSportTurismoReward_2021;TIER_4;2.0;0.86;0.0;673;1800
1173;Porsche_PanameraSportTurismoRewardRecycled_2021;TIER_4;2.06;0.86;0.0;673;1776
1174;Porsche_RWB911Turbo_1991;TIER_5;2.0;1.0;0.53;713;2287
1175;Porsche_RWB964Reward_1991;TIER_5;3.1;;;603;
1176;Porsche_RWB964RewardRecycled_1991;TIER_5;2.0;1.0;0.0;713;2238
1177;Porsche_RWB993Evo_1993;TIER_5;2.0;1.0;0.0;714;2092
1178;Porsche_RWB993Reward_1993;TIER_5;2.0;1.0;0.0;714;2081
1179;Porsche_RWB993RewardRecycled_1993;TIER_5;2.0;1.0;0.0;714;2066
1180;Porsche_RWB993Rotana_1993;TIER_5;2.0;1.0;0.34;714;2078
1181;Porsche_TaycanTurboGTReward_2025;TIER_5;2.0;1.0;0.0;713;2347
1182;Porsche_TaycanTurboGTRewardRecycled_2025;TIER_5;2.0;1.0;0.0;713;2321
1183;Porsche_TaycanTurboSCrossTurismo_2022;TIER_5;2.0;1.0;0.52;713;2041
1184;Porsche_TaycanTurboSPride_2021;TIER_5;2.0;1.0;0.0;713;2072
1185;Porsche_TaycanTurboSReward_2021;TIER_5;2.0;1.0;0.52;713;2041
1186;Porsche_TaycanTurboSRewardRecycled_2021;TIER_5;2.0;1.0;0.52;713;2013
1187;Porsche_VorsteinerGT4VCS_2016;TIER_3;3.39;1.0;0.08;580;894
1188;Radford_Type62GOSH_2021;TIER_5;2.5;1.0;0.0;713;2343
1189;Radford_Type62PikesPeak_2023;TIER_5;2.0;1.0;0.0;713;2556
1190;Radford_Type62Reward_2021;TIER_5;2.15;1.0;0.0;713;2304
1191;Radford_Type62RewardRecycled_2021;TIER_5;2.14;1.0;0.0;713;2275
1192;RAESR_TachyonSpeed_2024;TIER_5;2.0;1.0;0.0;713;2601
1193;RAM_1500TRX_2021;TIER_4;2.35;1.0;0.0;673;1658
1194;Renault_ClioV6Phase2_2005;TIER_5;2.0;1.0;0.0;713;2406
1195;Rimac_Nevera_2021;TIER_5;2.29;1.0;0.0;713;2638
1196;Rimac_NeveraR_2025;TIER_5;2.0;1.0;0.0;713;2664
1197;Rimac_NeveraReward_2022;TIER_5;2.0;1.0;0.0;713;2635
1198;Rimac_NeveraRewardrecycled_2022;TIER_5;2.0;1.0;0.0;713;2593
1199;RUF_CTR3EVO_2023;TIER_5;2.0;1.0;0.0;713;2567
1200;Saleen_S1Reward_2018;TIER_5;2.94;0.82;0.16;713;1994
1201;Saleen_S1RewardRecycled_2018;TIER_5;2.99;0.83;0.21;713;1988
1202;Saleen_S7Classic_2004;TIER_5;2.81;1.0;0.0;713;2088
1203;SCG_004CS_2020;TIER_5;2.1;1.0;0.0;715;2242
1204;SCG_007_2021;TIER_5;2.0;0.0;0.53;713;2481
1205;SCG_SCG003S_2017;TIER_5;2.17;1.0;0.52;714;2215
1206;SCG_SCG003SCarbon_2017;TIER_5;2.0;1.0;0.0;713;2261
1207;SCG_SCG004CReward_2019;TIER_5;2.34;0.0;0.51;715;2102
1208;SCG_SCG004CRewardRecycled_2019;TIER_5;2.26;0.0;0.52;715;2059
1209;Shelby_Cobra427SCClassic_1965;TIER_3;3.01;1.0;0.49;581;547
1210;Shelby_CobraDaytonaLP_1964;TIER_5;2.0;1.0;0.0;713;2628
1211;Shelby_MustangSuperSnakeR_2025;TIER_5;2.0;1.0;0.0;714;2309
1212;Shelby_SuperSnakeReward_2019;TIER_5;2.41;1.0;0.0;714;2066
1213;Shelby_SuperSnakeRewardRecycled_2019;TIER_5;2.38;1.0;0.0;714;2041
1214;Shelby_SuperSnakeS650Reward_2024;TIER_5;2.0;1.0;0.0;714;2181
1215;Shelby_SuperSnakeS650RewardRecycled_2024;TIER_5;2.0;1.0;0.0;714;2156
1216;Spyker_C8PreliatorReward_2017;TIER_5;2.11;1.0;0.24;714;2081
1217;Spyker_C8PreliatorRewardRecycled_2017;TIER_5;2.07;1.0;0.34;714;2046
1218;Spyker_C8PreliatorSpyder_2017;TIER_5;2.1;1.0;0.0;714;2066
1219;SSC_Tuatara_2019;TIER_5;2.74;0.89;1.0;713;2310
1220;SSC_TuataraGold_2019;TIER_5;3.17;;;713;2289
1221;SSC_TuataraSilver_2019;TIER_5;2.47;0.0;1.0;713;2307
1222;SSC_TuataraStriker_2022;TIER_5;3.17;;;713;2475
1223;SSC_TuataraWRE_2020;TIER_5;2.45;0.0;1.0;713;2393
1224;SSC_UltimateAeroTT_2009;TIER_5;2.0;1.0;0.0;713;2572
1225;Subaru_BRZF8_2013;TIER_3;2.56;1.0;0.0;580;777
1226;Subaru_BRZRocketBunny_2013;TIER_3;2.6;0.99;0.0;580;664
1227;Subaru_BRZRocketBunnyVIP_2013;TIER_3;2.61;0.99;0.0;580;677
1228;Subaru_BRZtSReward_2024;TIER_3;2.0;1.0;0.0;581;917
1229;Subaru_BRZtSRewardRecycled_2024;TIER_3;2.0;1.0;0.0;581;899
1230;Subaru_BRZtSTNR_2020;TIER_5;3.36;0.89;0.0;713;1162
1231;Subaru_ImprezaWRXF4_2009;TIER_4;2.36;1.0;0.0;674;1767
1232;Subaru_ImprezaWRXSTI_2014;TIER_2;5.0;0.89;0.0;481;706
1233;Subaru_ImprezaWRXSTI_2014;TIER_2;5.0;0.92;0.04;481;637
1234;Subaru_VarisImprezaWRXSTI_2014;TIER_4;2.25;0.0;0.0;673;1875
1235;Subaru_VarisWRXSTICALM_2018;TIER_4;2.81;1.0;0.0;673;1794
1236;Subaru_WRXSTIF8_2018;TIER_5;2.0;1.0;0.0;713;1954
1237;Subaru_WRXSTIGobstopperII_2015;TIER_5;2.0;1.0;0.0;713;2557
1238;Subaru_WRXSTITNR_2018;TIER_4;3.31;1.0;0.0;673;1074
1239;Toyota_86_2014;TIER_1;4.1;0.8;;351;500
1240;Toyota_86_2014;TIER_1;4.1;0.72;0.55;351;476
1241;Toyota_86Boss_2014;TIER_2;3.95;0.8;0.56;348;700
1242;Toyota_CamryNASCAR_2022;TIER_5;2.0;0.0;0.0;712;2514
1243;Toyota_GR86TNR_2023;TIER_5;2.0;1.0;0.0;713;2039
1244;Toyota_GRSupra_2020;TIER_3;5.0;0.92;0.0;581;889
1245;Toyota_GRSupraF9_2020;TIER_5;2.0;1.0;0.0;713;2367
1246;Toyota_GRSupraTNR_2020;TIER_5;2.46;1.0;0.0;713;1615
1247;Toyota_GRSupraV2TNR_2021;TIER_5;2.0;1.0;0.0;713;1527
1248;Toyota_GRYarisReward_2021;TIER_3;2.0;1.0;0.0;581;1184
1249;Toyota_GRYarisRewardRecycled_2021;TIER_3;2.0;1.0;0.0;581;1168
1250;Toyota_LBGRSupraReward_2020;TIER_5;2.0;1.0;0.0;713;2346
1251;Toyota_LBGRSupraRewardRecycled_2020;TIER_5;2.0;1.0;0.0;713;2303
1252;Toyota_PandeMGRSupraV15_2020;TIER_5;2.0;1.0;0.0;713;2346
1253;Toyota_PandeMGRSupraV1_2020;TIER_5;2.0;1.0;0.0;713;2328
1254;Toyota_SprinterTruenoAE86_1980;TIER_5;2.0;1.0;0.0;713;2347
1255;Toyota_SupraMK4TNR_1994;TIER_5;2.0;1.0;0.0;713;2507
1256;Toyota_SupraMKIVF1_1994;TIER_5;2.0;1.0;0.0;715;2326
1257;Toyota_SupraMKIVF7_1995;TIER_5;2.0;1.0;0.0;713;2453
1258;Toyota_SupraMKIVVaris_1994;TIER_5;2.0;1.0;0.0;715;1758
1259;TVR_GriffithReward_2019;TIER_4;3.38;1.0;0.0;674;1740
1260;TVR_GriffithRewardRecycled_2019;TIER_4;3.31;1.0;0.0;674;1723
1261;TVR_Sagaris_2006;TIER_4;2.55;1.0;0.0;673;1709
1262;TVR_SagarisReward_2006;TIER_4;2.55;1.0;0.0;673;1709
1263;TVR_SagarisRewardRecycled_2006;TIER_4;2.1;0.93;0.0;673;1705
