paid;game_paint;color
1872;Lexus Yellow;Yellow
1873;Lexus Red;Red
1874;Lexus Red;Red
1875;Lexus Black;Black
1876;paint_placeholder_1234;Paint_placeholder_1234
1877;Audi Turbo Blue;TurboBlue
1878;Audi Sonoma Green;SonomaGreen
1879;Ferrari Tristrato;Tristrato
1880;Ferrari Bianco Italia;BiancoItalia
1881;Mercedes-Benz designo Night Black Magno;NightBlackMagno
1882;Mercedes-Benz G Manufaktur Desert Sand;DesertSand
1883;Mercedes-Benz G Manufaktur Jupiter Red;JupiterRed
1884;Mercedes-Benz G Manufaktur Midnight Blue;MidnightBlue
1885;Mercedes-Benz G Manufaktur South Seas Blue;SouthSeasBlue
1886;paint_placeholder_1234;Paint_placeholder_1234
1887;paint_placeholder_1234;Paint_placeholder_1234
1888;Mercedes-Benz G Manufaktur Cardinal Red;CardinalRed
1889;McLaren Aurora Blue;AuroraBlue
1890;McLaren Ambit Blue;AmbitBlue
1891;paint_placeholder_1234;Paint_placeholder_1234
1892;BMW Frozen Brands Hatch Grey;FrozenBrandsHatchGrey
1893;BMW Frozen Deep Green;FrozenDeepGreen
1894;Dodge Flame Red;FlameRed
1895;Dodge Granite;Granite
1896;Dodge Billet Silver;BilletSilver
1897;Mercedes-Benz G Manufaktur Mystic Blue;MysticBlue
1898;Aston Martin Lime Essence;LimeEssence
1899;Dodge Smoke Show;SmokeShow
1900;Dodge Gold Rush;GoldRush
1901;SSC SSC Black;SSCBlack
1902;Ferrari Giallo Tristrato;GialloTristrato
1903;AEM Dark Red;DarkRed
1904;Audi Ultra Blue;UltraBlue
1905;SSC SSC Silver;SSCSilver
1906;SSC SSC Blue;SSCBlue
1907;SSC SSC Red;SSCRed
1908;OEM Dark Gold;DarkGold
1909;SSC SSC Green;SSCGreen
1910;paint_placeholder_1234;Paint_placeholder_1234
1911;Hoonigan Black;HooniganBlack
1912;OEM Viper Blue;ViperBlue
1913;paint_placeholder_1234;Paint_placeholder_1234
1914;Jaguar Firenze Red;FirenzeRed
1915;Jaguar Santorini Black;SantoriniBlack
1916;Jaguar Portofino Blue;PortofinoBlue
1917;Jaguar Carpathian Grey;CarpathianGrey
1918;Jaguar Silicon Silver;SiliconSilver
1919;Jaguar Atacama Orange;AtacamaOrange
1920;Jaguar Sorrento Yellow;SorrentoYellow
1921;Jaguar Icy White;IcyWhite
1922;Jaguar Icy White;IcyWhite
1923;paint_placeholder_1234;Paint_placeholder_1234
1924;OEM Light Blue, Blue & Black;LightBlueBlue&Black
1925;OEM Bird Yellow;BirdYellow
1926;Ferrari Nero Opaco;NeroOpaco
1927;Pagani Blu Tricolore;BluTricolore
1928;Maserati Carbon Blu;CarbonBlu
1929;Porsche Neptune Blue;NeptuneBlue
1930;Porsche Frozen Blue;FrozenBlue
1931;Porsche Coffee Beige;CoffeeBeige
1932;Porsche Frozen Berry;FrozenBerry
1933;Porsche Ice Grey;IceGrey
1934;Lamborghini Impact White;ImpactWhite
1935;Jeep Billet Silver;BilletSilver
1936;OEM Matte Gray;MatteGray
1937;Lamborghini Bianco Asopo;BiancoAsopo
1938;Bugatti Viper Green;ViperGreen
1939;Ferrari Grigio GTS;GrigioGTS
1940;OEM Molten Red;MoltenRed
1941;OEM Venom Black Matte;VenomBlackMatte
1942;Ferrari Nero DS 1250;NeroDS1250
1943;Ford Crew Oxford Blue;CrewOxfordBlue
1944;OEM Matte Gray;MatteGray
1945;AEM Supra Orange;SupraOrange
1946;Bentley Julep;Julep
1947;paint_placeholder_1234;Paint_placeholder_1234
1948;Porsche Arctic Grey;ArcticGrey
1949;AEM Raven Grey;RavenGrey
1950;Porsche Moonlight Blue;MoonlightBlue
1951;ABT Exclusive Green;ABTExclusiveGreen
1952;Ferrari Grigio Competizione;GrigioCompetizione
1953;Chevrolet Hypersonic Gray;HypersonicGray
1954;Chevrolet Caffeine;Caffeine
1955;Chevrolet Silver Flare;SilverFlare
1956;Chevrolet Amplify Orange;AmplifyOrange
1957;Chevrolet Red Mist Tintcoat;RedMistTintcoat
1958;Lamborghini Grigio Titans;GrigioTitans
1959;Porsche Racing Green;RacingGreen
1960;AEM Eclipse Gray;EclipseGray
1961;AEM Temptress Red;TemptressRed
1962;AEM Midnight Blue;MidnightBlue
1963;AEM Red Sunset;RedSunset
1964;AEM Forest Green;ForestGreen
1965;AEM Purple Dusk;PurpleDusk
1966;Ferrari Giallo Montecarlo- Special;GialloMontecarlo-Special
1967;Ferrari Blu Electtrico 2020 - Special;BluElecttrico2020-Special
1968;Lamborghini Blu Uranus;BluUranus
1969;Ford Kona Blue;KonaBlue
1970;Pagani Bahrain Yellow;BahrainYellow
1971;Pagani Rosso Dubai;RossoDubai
1972;Noble Purple;Purple
1973;BMW Ametrin;Ametrin
1974;BMW Aventurine Red;AventurineRed
1975;OEM Silver;Silver
1976;McLaren Crystal Antimony Grey;CrystalAntimonyGrey
1977;Toyota White;White
1978;AEM Black Night;BlackNight
1979;Dodge Hydro Blue;HydroBlue
1980;Dodge Diamond Black Crystal;DiamondBlackCrystal
1981;Bugatti Glacier;Glacier
1982;Ferrari Rosso F1-75 Opaco;RossoF1-75Opaco
1983;Mercedes-Benz Alabaster White;AlabasterWhite
1984;Mercedes-Benz Magma Red;MagmaRed
1985;AEM Summer Blue;SummerBlue
1986;AEM Coffee Bean;CoffeeBean
1987;Ford Performance Blue;PerformanceBlue
1988;AEM Copper Fire;CopperFire
1989;Lotus Silver;Silver
1990;SSC Striker Blue;StrikerBlue
1991;Hennessey Lausanne Silver;LausanneSilver
1992;Audi Electrikhana;Electrikhana
1993;Cadillac Electric Blue;ElectricBlue
1994;Cadillac Summit White;SummitWhite
1995;Cadillac Blaze Orange;BlazeOrange
1996;Cadillac Shadow;Shadow
1997;Cadillac Rift;Rift
1998;Cadillac Infrared Tintcoat;InfraredTintcoat
1999;Czinger Silver;Silver
2000;BMW Thunder Night;ThunderNight
2001;BMW Frozen Black;FrozenBlack
2002;BMW Skyscraper Grey;SkyscraperGrey
2003;BMW Individual Tanzanite Blue;IndividualTanzaniteBlue
2004;BMW Individual Frozen Orange;IndividualFrozenOrange
2005;Lamborghini Grigio Nimbus;GrigioNimbus
2006;Devel White;White
2007;AEM Racing Yellow;RacingYellow
2008;AEM Envy Green;EnvyGreen
2009;Audi Tactical Green;TacticalGreen
2010;Audi Coral Orange ;CoralOrange
2011;Audi Siam Beige;SiamBeige
2012;Audi Havanna Black;HavannaBlack
2013;Audi Velvet Purple;VelvetPurple
2014;Audi Night Blue;NightBlue
2015;paint_placeholder_1234;Paint_placeholder_1234
2016;Bentley FASTR Black;FASTRBlack
2017;Pagani Rinascimento;Rinascimento
2018;BMW Zandvoort Blue;ZandvoortBlue
2019;Mercedes-Benz Diamond White;DiamondWhite
2020;Mercedes-Benz Mars Red;MarsRed
2021;Mercedes-Benz Palladium Silver;PalladiumSilver
2022;BMW Frozen Brooklyn;FrozenBrooklyn
2023;paint_placeholder_1234;Paint_placeholder_1234
2024;Noble Red;Red
2025;paint_placeholder_1234;Paint_placeholder_1234
2026;AEM Purple Haze;PurpleHaze
2027;AEM Spectraflair;Spectraflair
2028;AEM Lime Green;LimeGreen
2029;Rimac Callisto Green;CallistoGreen
2030;Ferrari Rosso Magma;RossoMagma
2031;Lamborghini Rosso;Rosso
2032;Lamborghini Bleu Notte;BleuNotte
2033;Lamborghini Verde Abete;VerdeAbete
2034;Porsche Hoonipigasus Pink;HoonipigasusPink
2035;Lamborghini Giallo;Giallo
2036;Honda Long Beach Blue;LongBeachBlue
2037;Honda Gotham Gray;GothamGray
2038;Lamborghini Verde Miura;VerdeMiura
2039;Audi Tioman Green;TiomanGreen
2040;AEM Blue Zodiac;BlueZodiac
2041;Kimera Rosso Kimera;RossoKimera
2042;paint_placeholder_1234;Paint_placeholder_1234
2043;paint_placeholder_1234;Paint_placeholder_1234
2044;Aston Martin Purple Amethyst;PurpleAmethyst
2045;Lamborghini Nero Nemesis;NeroNemesis
2046;paint_placeholder_1234;Paint_placeholder_1234
2047;Aston Martin Abor Orange;AborOrange
2048;paint_placeholder_1234;Paint_placeholder_1234
2049;Maserati Nero Essenza;NeroEssenza
2050;Maserati Grigio Incognito;GrigioIncognito
2051;Maserati Rosso Vincente;RossoVincente
2052;Maserati Blu Infinito;BluInfinito
2053;Maserati Giallo Genio;GialloGenio
2054;Maserati Grigio Mistero;GrigioMistero
2055;Maserati Grigio Mistero;GrigioMistero
2056;Aston Martin Skyfall Silver;SkyfallSilver
2057;AEM Japanese Maple;JapaneseMaple
2058;Hyundai Performance Blue;PerformanceBlue
2059;Pininfarina Bianco Sestriere;BiancoSestriere
2060;Volkswagen Electric Blue;ElectricBlue
2061;Kimera Verde Kimera;VerdeKimera
2062;Porsche Ruby Star Neo;RubyStarNeo
2063;Ferrari Rosso Imola;RossoImola
2064;Ford Cyber Orange;CyberOrange
2065;paint_placeholder_1234;Paint_placeholder_1234
2066;Ford Polimimetic Gray;PolimimeticGray
2067;Ford Space White;SpaceWhite
2068;Ford Star White Tri-Coat;StarWhiteTri-Coat
2069;Jeep Hydro Blue;HydroBlue
2070;Jeep Sting-Gray;Sting-Gray
2071;Jeep Firecracker Red;FirecrackerRed
2072;Jeep Gobi;Gobi
2073;Jeep Black;Black
2074;Jeep Punk'n;Punkn
2075;Ford Grabber Blue;GrabberBlue
2076;Noble Baby Blue;BabyBlue
2077;Hyundai Phantom Black;PhantomBlack
2078;Hyundai Cyber Gray;CyberGray
2079;Hyundai White;White
2080;Hyundai Intense Blue;IntenseBlue
2081;McLaren MSO Candy Apple Red;MSOCandyAppleRed
2082;Hyundai Fiery Red;FieryRed
2083;AEM Navy Blue;NavyBlue
2084;AEM Pale Electric Blue;PaleElectricBlue
2085;AEM Eden Green;EdenGreen
2086;AEM Dust Storm;DustStorm
2087;Ford Vapor Blue;VaporBlue
2088;Ford Atlas Blue;AtlasBlue
2089;Ford Yellow Splash;YellowSplash
2090;Ford Dark Matter Gray;DarkMatterGray
2091;McLaren Papaya Orange;PapayaOrange
2092;paint_placeholder_1234;Paint_placeholder_1234
2093;Ford Performance White;PerformanceWhite
2094;Aston Martin Ion Blue;IonBlue
2095;Bugatti Argent Atlantique;ArgentAtlantique
2096;Buick Regal Black;RegalBlack
2097;Bentley Neptune;Neptune
2098;Porsche Carmine Red;CarmineRed
2099;Aston Martin Scorpus Red;ScorpusRed
2100;Aston Martin Aston Martin Racing Green;RacingGreen
2101;AEM Blue;Blue
2102;McMurtry Graphite;Graphite
2103;Porsche Ghost;Ghost
2104;AEM Roscoe Blue;RoscoeBlue
2105;Hennessey Blue;Blue
2106;Zenvo Ishvid Perlemor;IshvidPerlemor
2107;Hennessey Orange;Orange
2108;Hennessey Glacier Blue;GlacierBlue
2109;Hennessey Mojave Gold;MojaveGold
2110;AEM Green Chrome;GreenChrome
2111;AEM Vivid Red Fade;VividRedFade
2112;AEM Mythic Battle Green;MythicBattleGreen
2113;AEM Carmine Red;CarmineRed
2114;AEM Liquid Grey by Axalta;LiquidGreyByAxalta
2115;Maserati Bianco Audace;BiancoAudace
2116;Nissan Stealth Gray;StealthGray
2117;AEM Nottingham Gray;NottinghamGray
2118;AEM Rogue Green;RogueGreen
2119;AEM Singer Green;SingerGreen
2120;Hyundai Abyss Black;AbyssBlack
2121;Hyundai Ecotone Gray;EcotoneGray
2122;Hyundai Atlas White;AtlasWhite
2123;Hyundai Soultrinic Orange;SoultrinicOrange
2124;Hyundai Gravity Gold;GravityGold
2125;Hyundai Ecotone Gray;EcotoneGray
2126;Hyundai Atlas White;AtlasWhite
2127;Hyundai Performance Blue;PerformanceBlue
2128;Lamborghini Verde Viper;VerdeViper
2129;Lamborghini Grigio Keres;GrigioKeres
2130;Lamborghini Verde Lares;VerdeLares
2131;AEM FatFender Garage Blue NEW;FatFenderGarageBlueNEW
2132;Nissan Solid Red;SolidRed
2133;Nissan Jet Black;JetBlack
2134;Nissan Super Silver QuadCoat;SuperSilverQuadCoat
2135;AEM Badlands Blue;BadlandsBlue
2136;paint_placeholder_1234;Paint_placeholder_1234
2137;AEM Sand Storm;SandStorm
2138;Porsche Vanadium Grey;VanadiumGrey
2139;Lamborghini Rosso Efesto;RossoEfesto
2140;Nissan Stealth Grey;StealthGrey
2141;Lamborghini Arancio Apodis;ArancioApodis
2142;Lamborghini Bianco Siderale;BiancoSiderale
2143;Lamborghini Blu Okeanos;BluOkeanos
2144;Lamborghini Giallo Countach;GialloCountach
2145;Lamborghini Verde Turbine;VerdeTurbine
2146;AEM Pile-Up Yellow;Pile-UpYellow
2147;AEM Napalm Black;NapalmBlack
2148;paint_placeholder_1234;Paint_placeholder_1234
2149;Pininfarina Nero Torino;NeroTorino
2150;Pininfarina Grigio Antonelliano;GrigioAntonelliano
2151;Pininfarina Blu Maggiore;BluMaggiore
2152;Pininfarina Rosso Alba;RossoAlba
2153;Pininfarina Grigio Luserna;GrigioLuserna
2154;Pininfarina Bronzo San Carlo;BronzoSanCarlo
2155;Pininfarina Arancio Ivrea;ArancioIvrea
2156;Pininfarina Iconica Blu;IconicaBlu
2157;Pininfarina Verde Piemonte;VerdePiemonte
2158;Pininfarina Giallo Arneis;GialloArneis
2159;Pininfarina Viola Alessandrino;ViolaAlessandrino
2160;Pininfarina Verde Valentino;VerdeValentino
2161;Pininfarina Argento Liquido;ArgentoLiquido
2162;Pininfarina Oro Liquido;OroLiquido
2163;Lamborghini Blu Emera;BluEmera
2164;OEM Perfect Blue;PerfectBlue
2165;Ferrari Nero Purosangue;NeroPurosangue
2166;AEM Phoenix Yellow;PhoenixYellow
2167;Chevrolet Bright Red;BrightRed
2168;Maserati Acquamarina;Acquamarina
2169;Audi Suzuka Gray;SuzukaGray
2170;Czinger Golden State of Mind;GoldenStateOfMind
2171;Apollo Orange;Orange
2172;paint_placeholder_1234;Paint_placeholder_1234
2173;Pininfarina Anniversario Livery;AnniversarioLivery
2174;Hyundai Cyclotron Silver;CyclotronSilver
2175;AEM Festive Green;FestiveGreen
2176;Lotus Absolute Black;AbsoluteBlack
2177;Lotus Venom Green;VenomGreen
2178;Lotus Cirrus Grey;CirrusGrey
2179;Lotus Pebble Grey;PebbleGrey
2180;Lotus Dark Amethyst;DarkAmethyst
2181;Lotus Atomic Red;AtomicRed
2182;Lotus Solar Flare;SolarFlare
2183;Lotus Vanadium Grey;VanadiumGrey
2184;Lotus Artic White;ArticWhite
2185;Lotus Mercurial Silver;MercurialSilver
2186;Lotus Ardent Green;ArdentGreen
2187;paint_placeholder_1234;Paint_placeholder_1234
2188;Lotus Solaris Yellow;SolarisYellow
2189;Lotus Lapis Blue;LapisBlue
2190;Lotus Liquid Gold;LiquidGold
2191;Aston Martin Iridescent Emerald;IridescentEmerald
2192;Rimac Squadron Black;SquadronBlack
2193;Audi Kyalami Green;KyalamiGreen
2194;Rimac Stellar White;StellarWhite
2195;Rimac Gunpowder Grey;GunpowderGrey
2196;Rimac Titanium Silver;TitaniumSilver
2197;Rimac E-Racing Blue;E-RacingBlue
2198;Rimac Supernova Yellow;SupernovaYellow
2199;Rimac NR Red;NRRed
2200;Rimac Teran Red;TeranRed
2201;Rimac Magma Orange;MagmaOrange
2202;Rimac Stratos Blue;StratosBlue
2203;Aston Martin Aston Martin Racing Green;RacingGreen
2204;paint_placeholder_1234;Paint_placeholder_1234
2205;Audi Nogaro Blue;NogaroBlue
2206;Audi Arrow Gray;ArrowGray
2207;Ferrari Bianco Artico;BiancoArtico
2208;AEM Crown of Thorns II;CrownOfThornsII
2209;Pagani Crystal Clear Carbon;CrystalClearCarbon
2210;AEM Pascha Green;PaschaGreen
2211;Bentley Wasabi Green;WasabiGreen
2212;Bentley Daybright Blue;DaybrightBlue
2213;Bentley Sunbeam Orange;SunbeamOrange
2214;paint_placeholder_1234;Paint_placeholder_1234
2215;Bentley Purple Sector;PurpleSector
2216;Bentley Mariana Teal;MarianaTeal
2217;Bentley Scarab Green;ScarabGreen
2218;Bentley Bonneville Silver;BonnevilleSilver
2219;McLaren Silverstone Green;SilverstoneGreen
2220;Porsche Arctic Silver;ArcticSilver
2221;Lamborghini Verde Selvans;VerdeSelvans
2222;BMW Brilliant Red;BrilliantRed
2223;Nissan Black Diamond;BlackDiamond
2224;Nissan Everest White TriCoat;EverestWhiteTriCoat
2225;Ford Vibrant Red;VibrantRed
2226;Lamborghini Super Fly Giallo;SuperFlyGiallo
2227;Honda Boost Blue;BoostBlue
2228;Honda Sonic Gray;SonicGray
2229;Nissan NISMO Stealth Gray;NISMOStealthGray
2230;Zenvo Borealis 100;Borealis100
2231;Lamborghini Verde Selvans;VerdeSelvans
2232;AEM Pistachio;Pistachio
2233;paint_placeholder_1234;Paint_placeholder_1234
2234;Zenvo Borealis 200;Borealis200
2235;Zenvo Borealis 400;Borealis400
2236;Zenvo Torden;Torden
2237;Zenvo Sne;Sne
2238;Zenvo Aubergine;Aubergine
2239;Zenvo Rav;Rav
2240;Zenvo Azur;Azur
2241;Zenvo Sølv;Sølv
2242;paint_placeholder_1234;Paint_placeholder_1234
2243;Zenvo Postkasse;Postkasse
2244;Lancia Giallo Ginestra;GialloGinestra
2245;Pagani Azzuro Sardegna;AzzuroSardegna
2246;Zenvo Borealis 300;Borealis300
2247;Zenvo Borealis 50;Borealis50
2248;AEM Special Effect Pink;SpecialEffectPink
2249;Aston Martin Plasma Blue;PlasmaBlue
2250;Aston Martin Supernova Red;SupernovaRed
2251;Lamborghini Arancio Egon;ArancioEgon
2252;paint_placeholder_1234;Paint_placeholder_1234
2253;Lamborghini Bianco Sapphirus;BiancoSapphirus
2254;OEM GOSH Purple;GOSHPurple
2255;Dodge Viper GTS Blue;ViperGTSBlue
2256;Aston Martin Elwood Blue;ElwoodBlue
2257;Aston Martin Kermit Green;KermitGreen
2258;Aston Martin Ultra Yellow;UltraYellow
2259;Aston Martin Synapse Orange;SynapseOrange
2260;Aston Martin Zenith White;ZenithWhite
2261;Aston Martin Magneto Bronze;MagnetoBronze
2262;Aston Martin Quasar Blue;QuasarBlue
2263;Porsche Volcano Grey;VolcanoGrey
2264;Porsche Purple Sky;PurpleSky
2265;Porsche Pale Blue;PaleBlue
2266;Porsche Shade Green;ShadeGreen
2267;Chevrolet Competition Yellow;CompetitionYellow
2268;paint_placeholder_1234;Paint_placeholder_1234
2269;paint_placeholder_1234;Paint_placeholder_1234
2270;paint_placeholder_1234;Paint_placeholder_1234
2271;AEM CALM Green;CALMGreen
2272;Ford Performance Blue;PerformanceBlue
2273;BMW Frozen Deep Grey;FrozenDeepGrey
2274;paint_placeholder_1234;Paint_placeholder_1234
2275;BMW Fire Red;FireRed
2276;BMW M Carbon Black;MCarbonBlack
2277;BMW Storm Bay;StormBay
2278;paint_placeholder_1234;Paint_placeholder_1234
2279;Dodge Hemi Orange;HemiOrange
2280;Dodge Bright Red;BrightRed
2281;paint_placeholder_1234;Paint_placeholder_1234
2282;Dodge Dark Blue;DarkBlue
2283;Dodge Viper Red;ViperRed
2284;Pininfarina Rosso Nino;RossoNino
2285;Lamborghini Verde Mercurius;VerdeMercurius
2286;McLaren Anthracite;Anthracite
2287;McLaren Cirrus Grey;CirrusGrey
2288;McLaren Ludus Blue;LudusBlue
2289;McLaren Tokyo Cyan;TokyoCyan
2290;McLaren Volcano Blue;VolcanoBlue
2291;McLaren Tanzanite Blue;TanzaniteBlue
2292;McLaren Lava Grey;LavaGrey
2293;McLaren Mantis Green;MantisGreen
2294;Aspark Arctic Ice Blue;ArcticIceBlue
2295;paint_placeholder_1234;Paint_placeholder_1234
2296;paint_placeholder_1234;Paint_placeholder_1234
2297;McLaren Chicane;Chicane
2298;AEM Axalta Chalk Grey;AxaltaChalkGrey
2299;AEM Olive Green;OliveGreen
2300;paint_placeholder_1234;Paint_placeholder_1234
2301;Lamborghini Rosso Mars;RossoMars
2302;paint_placeholder_1234;Paint_placeholder_1234
2303;AEM Victory Blue;VictoryBlue
2304;Bugatti Aerolithe Light / Aerolithe Dark;AerolitheLightAerolitheDark
2305;AEM Kalua Green;KaluaGreen
2306;AEM Horizon Gray;HorizonGray
2307;AEM Cape Maroon;CapeMaroon
2308;AEM Cavalry Blue;CavalryBlue
2309;AEM Cream Medium;CreamMedium
2310;Porsche White / Gentian Blue;WhiteGentianBlue
2311;AEM Chalk Grey & White;ChalkGrey&White
2312;Ferrari Blu Corsa;BluCorsa
2313;Ferrari Verde Toscana;VerdeToscana
2314;AEM Brewster Green;BrewsterGreen
2315;Pagani Avorio;Avorio
2316;Ferrari Argento Nurburgring;ArgentoNurburgring
2317;Ferrari Blu Swaters;BluSwaters
2318;Nilu27 OG White;OGWhite
2319;Aston Martin Q Verdant Jade;QVerdantJade
2320;Radford Deep Blue;DeepBlue
2321;Radford Silver;Silver
2322;Radford Black;Black
2323;Radford Red;Red
2324;Radford White;White
2325;Radford Yellow;Yellow
2326;Radford Maroon;Maroon
2327;Radford Racing Green;RacingGreen
2328;AEM Slate Gray;SlateGray
2329;Zenvo Lilla Dis;LillaDis
2330;Zenvo Kulsort;Kulsort
2331;Zenvo Grus Grå;GrusGrå
2332;Zenvo Sværd Sølv;SværdSølv
2333;Zenvo Lovgrøn;Lovgrøn
2334;paint_placeholder_1234;Paint_placeholder_1234
2335;Zenvo Baltisk Blå;BaltiskBlå
2336;Audi Chronos Gray;ChronosGray
2337;Audi Madeira Brown;MadeiraBrown
2338;AEM Red Berry;RedBerry
2339;AEM Rage Blue;RageBlue
2340;Audi Arkona White;ArkonaWhite
2341;Pininfarina Grigio Antonelliano;GrigioAntonelliano
2342;AEM Black to the Future;BlackToTheFuture
2343;Pagani Habanero Red;HabaneroRed
2344;Czinger RattleSnake Green Carbon;RattleSnakeGreenCarbon
2345;Aston Martin Auric Gold;AuricGold
2346;BTTF Stainless Steel;StainlessSteel
2347;McLaren Flux Green II;FluxGreenII
2348;Porsche Cartagena Yellow;CartagenaYellow
2349;Porsche Lugano Blue;LuganoBlue
2350;Apollo Orange;Orange
2351;AEM Lavander Blue;LavanderBlue
2352;AEM House Of Kolor Pavo Purple;HouseOfKolorPavoPurple
2353;AEM House Of Kolor Goldmine;HouseOfKolorGoldmine
2354;Aston Martin Podium Green;PodiumGreen
2355;Aston Martin Q Cosmopolitan Yellow;QCosmopolitanYellow
2356;Aston Martin Storm Purple;StormPurple
2357;Radford Carbon Black;CarbonBlack
2358;Hoonigan Cossie V2 Livery;HooniganCossieV2Livery
2359;Lamborghini Giallo Croma Fly;GialloCromaFly
2360;Porsche Salzburg Livery;SalzburgLivery
2361;Bugatti Doré Gold;DoréGold
2362;Shelby Raven Black;RavenBlack
2363;Shelby Sapphire Blue;SapphireBlue
2364;Shelby Candy Apple Red;CandyAppleRed
2365;Lamborghini Rosso Corsa;RossoCorsa
2366;Lamborghini Azzurro Cielo;AzzurroCielo
2367;Lamborghini Azzurro Mexico City;AzzurroMexicoCity
2368;Lamborghini Bianco;Bianco
2369;Lamborghini Blu Miura;BluMiura
2370;Lamborghini Nero Cangiante;NeroCangiante
2371;Lamborghini Perlato Grigio;PerlatoGrigio
2372;Lamborghini Verde Metallizzato;VerdeMetallizzato
2373;Lamborghini Luci del Bosco;LuciDelBosco
2374;Lamborghini Blu Tahiti;BluTahiti
2375;Lamborghini Nero;Nero
2376;Lamborghini Blu Notte Miura;BluNotteMiura
2377;Lamborghini Grigio San Vincent;GrigioSanVincent
2378;Lamborghini Oro Metallizzato;OroMetallizzato
2379;Lamborghini Argento;Argento
2380;Lamborghini Amaranto Rosso;AmarantoRosso
2381;paint_placeholder_1234;Paint_placeholder_1234
2382;paint_placeholder_1234;Paint_placeholder_1234
2383;Lamborghini Verde Scuro;VerdeScuro
2384;Lamborghini Verde Rio Metallizzato;VerdeRioMetallizzato
2385;Lamborghini Rosso Granada;RossoGranada
2386;AEM House of Kolor Ultra Orange;HouseOfKolorUltraOrange
2387;paint_placeholder_1234;Paint_placeholder_1234
2388;paint_placeholder_1234;Paint_placeholder_1234
2389;AEM Verdent Green;VerdentGreen
2390;AEM Purple Flair;PurpleFlair
2391;AEM Racing Green;RacingGreen
2392;AEM Yellow;Yellow
2393;AEM Orange;Orange
2394;AEM Red;Red
2395;Dodge Redeye;Redeye
2396;Dodge Diamond Black;DiamondBlack
2397;Dodge Peel Out;PeelOut
2398;Porsche Racing Livery;RacingLivery
2399;Shelby Sapphire Blue;SapphireBlue
2400;Porsche Oak Green Neo;OakGreenNeo
2401;Porsche Slate Grey Neo;SlateGreyNeo
2402;Lamborghini Giallo Miura;GialloMiura
2403;Lamborghini Arancio Miura;ArancioMiura
2404;Porsche Black;Black
2405;paint_placeholder_1234;Paint_placeholder_1234
2406;Mercedes-Benz Polar White;PolarWhite
2407;Mercedes-Benz MANUFAKTUR Alpine Gray;MANUFAKTURAlpineGray
2408;Mercedes-Benz MANUFAKTUR Patagonia Red;MANUFAKTURPatagoniaRed
2409;Mercedes-Benz Sky Blue;SkyBlue
2410;Pagani Bianco;Bianco
2411;Subaru Magnetite Gray;MagnetiteGray
2412;Subaru Ignition Red;IgnitionRed
2413;Subaru Sapphire Blue;SapphireBlue
2414;AEM Satin Metallic Millennium Jade;SatinMetallicMillenniumJade
2415;Subaru Ice Silver;IceSilver
2416;Subaru WR Blue Pearl;WRBluePearl
2417;Subaru Crystal White Pearl;CrystalWhitePearl
2418;Subaru Crystal Black Silica;CrystalBlackSilica
2419;Mercedes-Benz Cosmos Black;CosmosBlack
2420;paint_placeholder_1234;Paint_placeholder_1234
2421;Ferrari Verde British;VerdeBritish
2422;Ferrari Blu Scozia;BluScozia
2423;Ferrari Canna Di Fucile;CannaDiFucile
2424;Ferrari Rosso Dino;RossoDino
2425;Nissan Red;Red
2426;McLaren Papaya Spark;PapayaSpark
2428;paint_placeholder_1234;Paint_placeholder_1234
2429;AEM Satin Metallic Millennium Jade 1;SatinMetallicMillenniumJade1
2430;paint_placeholder_1234;Paint_placeholder_1234
2431;paint_placeholder_1234;Paint_placeholder_1234
2432;Aston Martin Chimera Blue;ChimeraBlue
2434;paint_placeholder_1234;Paint_placeholder_1234
2435;paint_placeholder_1234;Paint_placeholder_1234
2436;paint_placeholder_1234;Paint_placeholder_1234
2437;paint_placeholder_1234;Paint_placeholder_1234
2438;paint_placeholder_1234;Paint_placeholder_1234
2439;paint_placeholder_1234;Paint_placeholder_1234
2440;paint_placeholder_1234;Paint_placeholder_1234
2441;paint_placeholder_1234;Paint_placeholder_1234
2442;paint_placeholder_1234;Paint_placeholder_1234
2443;paint_placeholder_1234;Paint_placeholder_1234
2444;paint_placeholder_1234;Paint_placeholder_1234
2445;paint_placeholder_1234;Paint_placeholder_1234
2446;paint_placeholder_1234;Paint_placeholder_1234
2447;paint_placeholder_1234;Paint_placeholder_1234
2448;paint_placeholder_1234;Paint_placeholder_1234
2449;DeTomaso Black;Black
2450;paint_placeholder_1234;Paint_placeholder_1234
2451;paint_placeholder_1234;Paint_placeholder_1234
2452;Plymouth Petty Blue;PettyBlue
2453;Plymouth Alpine White;AlpineWhite
2454;Plymouth Blue Fire;BlueFire
2455;Plymouth Tor Red;TorRed
2456;Plymouth Vitamin C Orange;VitaminCOrange
2457;Plymouth Lemon Twist Yellow;LemonTwistYellow
2458;Plymouth Limelight Green;LimelightGreen
2459;Porsche Shore Blue;ShoreBlue
2460;Porsche Peridot;Peridot
2461;Porsche Ipanema Blue;IpanemaBlue
2462;Porsche Viola Purple;ViolaPurple
2463;Porsche Racing Green;RacingGreen
2464;Porsche Amethyst;Amethyst
2465;Porsche Ocean Blue;OceanBlue
2466;Porsche Light Ivory;LightIvory
2467;Porsche Light Yellow;LightYellow
2468;Porsche Signal Yellow;SignalYellow
2469;Porsche Tangerine;Tangerine
2470;Porsche Viper Green;ViperGreen
2471;Porsche Oxford Blue;OxfordBlue
